,Sample,Chrom,Start,End,Recovery
13562,homo11,A04,21500000,22500000,1.0
13563,homo12,A04,21500000,22500000,1.0
13564,homo13,A04,21500000,22500000,1.0
13565,homo14,A04,21500000,22500000,1.0
13566,homo15,A04,21500000,22500000,0.0
13567,homo16,A04,21500000,22500000,0.0
13568,homo17,A04,21500000,22500000,0.0
13569,homo18,A04,21500000,22500000,1.0
13570,homo19,A04,21500000,22500000,1.0
13571,homo20,A04,21500000,22500000,1.0
13572,homo21,A04,21500000,22500000,1.0
13573,homo22,A04,21500000,22500000,1.0
13574,homo1,A04,22000000,23000000,1.0
13575,homo2,A04,22000000,23000000,1.0
13576,homo3,A04,22000000,23000000,1.0
13577,homo4,A04,22000000,23000000,1.0
13578,homo5,A04,22000000,23000000,1.0
13579,homo6,A04,22000000,23000000,1.0
13580,homo7,A04,22000000,23000000,1.0
13581,homo8,A04,22000000,23000000,1.0
13582,homo9,A04,22000000,23000000,1.0
13583,homo10,A04,22000000,23000000,1.0
13584,homo11,A04,22000000,23000000,1.0
13585,homo12,A04,22000000,23000000,1.0
13586,homo13,A04,22000000,23000000,1.0
13587,homo14,A04,22000000,23000000,1.0
13588,homo15,A04,22000000,23000000,0.0
13589,homo16,A04,22000000,23000000,0.0
13590,homo17,A04,22000000,23000000,0.0
13591,homo18,A04,22000000,23000000,1.0
13592,homo19,A04,22000000,23000000,1.0
13593,homo20,A04,22000000,23000000,1.0
13594,homo21,A04,22000000,23000000,1.0
13595,homo22,A04,22000000,23000000,1.0
13596,homo1,A04,22500000,23500000,1.0
13597,homo2,A04,22500000,23500000,1.0
13598,homo3,A04,22500000,23500000,1.0
13599,homo4,A04,22500000,23500000,1.0
13600,homo5,A04,22500000,23500000,1.0
13601,homo6,A04,22500000,23500000,1.0
13602,homo7,A04,22500000,23500000,1.0
13603,homo8,A04,22500000,23500000,1.0
13604,homo9,A04,22500000,23500000,1.0
13605,homo10,A04,22500000,23500000,1.0
13606,homo11,A04,22500000,23500000,1.0
13607,homo12,A04,22500000,23500000,1.0
13608,homo13,A04,22500000,23500000,1.0
13609,homo14,A04,22500000,23500000,1.0
13610,homo15,A04,22500000,23500000,0.0
13611,homo16,A04,22500000,23500000,0.0
13612,homo17,A04,22500000,23500000,0.0
13613,homo18,A04,22500000,23500000,1.0
13614,homo19,A04,22500000,23500000,1.0
13615,homo20,A04,22500000,23500000,1.0
13616,homo21,A04,22500000,23500000,1.0
13617,homo22,A04,22500000,23500000,1.0
13618,homo1,A04,23000000,24000000,1.0
13619,homo2,A04,23000000,24000000,1.0
13620,homo3,A04,23000000,24000000,1.0
13621,homo4,A04,23000000,24000000,1.0
13622,homo5,A04,23000000,24000000,1.0
13623,homo6,A04,23000000,24000000,1.0
13624,homo7,A04,23000000,24000000,1.0
13625,homo8,A04,23000000,24000000,1.0
13626,homo9,A04,23000000,24000000,1.0
13627,homo10,A04,23000000,24000000,1.0
13628,homo11,A04,23000000,24000000,1.0
13629,homo12,A04,23000000,24000000,1.0
13630,homo13,A04,23000000,24000000,1.0
13631,homo14,A04,23000000,24000000,1.0
13632,homo15,A04,23000000,24000000,0.0
13633,homo16,A04,23000000,24000000,0.0
13634,homo17,A04,23000000,24000000,0.0
13635,homo18,A04,23000000,24000000,1.0
13636,homo19,A04,23000000,24000000,1.0
13637,homo20,A04,23000000,24000000,1.0
13638,homo21,A04,23000000,24000000,1.0
13639,homo22,A04,23000000,24000000,1.0
13640,homo1,A04,23500000,24500000,1.0
13641,homo2,A04,23500000,24500000,1.0
13642,homo3,A04,23500000,24500000,1.0
13643,homo4,A04,23500000,24500000,1.0
13644,homo5,A04,23500000,24500000,1.0
13645,homo6,A04,23500000,24500000,1.0
13646,homo7,A04,23500000,24500000,1.0
13647,homo8,A04,23500000,24500000,1.0
13648,homo9,A04,23500000,24500000,1.0
13649,homo10,A04,23500000,24500000,1.0
13650,homo11,A04,23500000,24500000,1.0
13651,homo12,A04,23500000,24500000,1.0
13652,homo13,A04,23500000,24500000,1.0
13653,homo14,A04,23500000,24500000,1.0
13654,homo15,A04,23500000,24500000,0.0
13655,homo16,A04,23500000,24500000,0.0
13656,homo17,A04,23500000,24500000,0.0
13657,homo18,A04,23500000,24500000,1.0
13658,homo19,A04,23500000,24500000,1.0
13659,homo20,A04,23500000,24500000,1.0
13660,homo21,A04,23500000,24500000,1.0
13661,homo22,A04,23500000,24500000,1.0
13662,homo1,A04,24000000,25000000,1.0
13663,homo2,A04,24000000,25000000,1.0
13664,homo3,A04,24000000,25000000,1.0
13665,homo4,A04,24000000,25000000,1.0
13666,homo5,A04,24000000,25000000,1.0
13667,homo6,A04,24000000,25000000,1.0
13668,homo7,A04,24000000,25000000,1.0
13669,homo8,A04,24000000,25000000,1.0
13670,homo9,A04,24000000,25000000,1.0
13671,homo10,A04,24000000,25000000,1.0
13672,homo11,A04,24000000,25000000,1.0
13673,homo12,A04,24000000,25000000,1.0
13674,homo13,A04,24000000,25000000,1.0
13675,homo14,A04,24000000,25000000,1.0
13676,homo15,A04,24000000,25000000,0.0
13677,homo16,A04,24000000,25000000,0.0
13678,homo17,A04,24000000,25000000,0.0
13679,homo18,A04,24000000,25000000,1.0
13680,homo19,A04,24000000,25000000,1.0
13681,homo20,A04,24000000,25000000,1.0
13682,homo21,A04,24000000,25000000,1.0
13683,homo22,A04,24000000,25000000,1.0
13684,homo1,A04,24500000,25500000,1.0
13685,homo2,A04,24500000,25500000,1.0
13686,homo3,A04,24500000,25500000,1.0
13687,homo4,A04,24500000,25500000,1.0
13688,homo5,A04,24500000,25500000,1.0
13689,homo6,A04,24500000,25500000,1.0
13690,homo7,A04,24500000,25500000,1.0
13691,homo8,A04,24500000,25500000,1.0
13692,homo9,A04,24500000,25500000,1.0
13693,homo10,A04,24500000,25500000,1.0
13694,homo11,A04,24500000,25500000,1.0
13695,homo12,A04,24500000,25500000,1.0
13696,homo13,A04,24500000,25500000,1.0
13697,homo14,A04,24500000,25500000,1.0
13698,homo15,A04,24500000,25500000,0.0
13699,homo16,A04,24500000,25500000,0.0
13700,homo17,A04,24500000,25500000,0.0
13701,homo18,A04,24500000,25500000,1.0
13702,homo19,A04,24500000,25500000,1.0
13703,homo20,A04,24500000,25500000,1.0
13704,homo21,A04,24500000,25500000,1.0
13705,homo22,A04,24500000,25500000,1.0
13706,homo1,A04,25000000,26000000,1.0
13707,homo2,A04,25000000,26000000,1.0
13708,homo3,A04,25000000,26000000,1.0
13709,homo4,A04,25000000,26000000,1.0
13710,homo5,A04,25000000,26000000,1.0
13711,homo6,A04,25000000,26000000,1.0
13712,homo7,A04,25000000,26000000,1.0
13713,homo8,A04,25000000,26000000,1.0
13714,homo9,A04,25000000,26000000,1.0
13715,homo10,A04,25000000,26000000,1.0
13716,homo11,A04,25000000,26000000,1.0
13717,homo12,A04,25000000,26000000,1.0
13718,homo13,A04,25000000,26000000,1.0
13719,homo14,A04,25000000,26000000,1.0
13720,homo15,A04,25000000,26000000,0.0
13721,homo16,A04,25000000,26000000,0.0
13722,homo17,A04,25000000,26000000,0.0
13723,homo18,A04,25000000,26000000,1.0
13724,homo19,A04,25000000,26000000,1.0
13725,homo20,A04,25000000,26000000,1.0
13726,homo21,A04,25000000,26000000,1.0
13727,homo22,A04,25000000,26000000,1.0
13728,homo1,A04,25500000,26500000,1.0
13729,homo2,A04,25500000,26500000,1.0
13730,homo3,A04,25500000,26500000,1.0
13731,homo4,A04,25500000,26500000,1.0
13732,homo5,A04,25500000,26500000,1.0
13733,homo6,A04,25500000,26500000,1.0
13734,homo7,A04,25500000,26500000,1.0
13735,homo8,A04,25500000,26500000,1.0
13736,homo9,A04,25500000,26500000,1.0
13737,homo10,A04,25500000,26500000,1.0
13738,homo11,A04,25500000,26500000,1.0
13739,homo12,A04,25500000,26500000,1.0
13740,homo13,A04,25500000,26500000,1.0
13741,homo14,A04,25500000,26500000,1.0
13742,homo15,A04,25500000,26500000,0.0
13743,homo16,A04,25500000,26500000,0.0
13744,homo17,A04,25500000,26500000,0.0
13745,homo18,A04,25500000,26500000,1.0
13746,homo19,A04,25500000,26500000,1.0
13747,homo20,A04,25500000,26500000,1.0
13748,homo21,A04,25500000,26500000,1.0
13749,homo22,A04,25500000,26500000,1.0
13750,homo1,A04,26000000,27000000,1.0
13751,homo2,A04,26000000,27000000,1.0
13752,homo3,A04,26000000,27000000,1.0
13753,homo4,A04,26000000,27000000,1.0
13754,homo5,A04,26000000,27000000,1.0
13755,homo6,A04,26000000,27000000,1.0
13756,homo7,A04,26000000,27000000,1.0
13757,homo8,A04,26000000,27000000,1.0
13758,homo9,A04,26000000,27000000,1.0
13759,homo10,A04,26000000,27000000,1.0
13760,homo11,A04,26000000,27000000,1.0
13761,homo12,A04,26000000,27000000,1.0
13762,homo13,A04,26000000,27000000,1.0
13763,homo14,A04,26000000,27000000,1.0
13764,homo15,A04,26000000,27000000,0.0
13765,homo16,A04,26000000,27000000,0.0
13766,homo17,A04,26000000,27000000,0.0
13767,homo18,A04,26000000,27000000,1.0
13768,homo19,A04,26000000,27000000,1.0
13769,homo20,A04,26000000,27000000,1.0
13770,homo21,A04,26000000,27000000,1.0
13771,homo22,A04,26000000,27000000,1.0
13772,homo1,A04,27000000,28000000,1.0
13773,homo2,A04,27000000,28000000,1.0
13774,homo3,A04,27000000,28000000,1.0
13775,homo4,A04,27000000,28000000,1.0
13776,homo5,A04,27000000,28000000,1.0
13777,homo6,A04,27000000,28000000,1.0
13778,homo7,A04,27000000,28000000,1.0
13779,homo8,A04,27000000,28000000,1.0
13780,homo9,A04,27000000,28000000,1.0
13781,homo10,A04,27000000,28000000,1.0
13782,homo11,A04,27000000,28000000,1.0
13783,homo12,A04,27000000,28000000,1.0
13784,homo13,A04,27000000,28000000,1.0
13785,homo14,A04,27000000,28000000,1.0
13786,homo15,A04,27000000,28000000,0.0
13787,homo16,A04,27000000,28000000,0.0
13788,homo17,A04,27000000,28000000,0.0
13789,homo18,A04,27000000,28000000,1.0
13790,homo19,A04,27000000,28000000,1.0
13791,homo20,A04,27000000,28000000,1.0
13792,homo21,A04,27000000,28000000,1.0
13793,homo22,A04,27000000,28000000,1.0
13794,homo1,A04,27500000,28500000,1.0
13795,homo2,A04,27500000,28500000,1.0
13796,homo3,A04,27500000,28500000,1.0
13797,homo4,A04,27500000,28500000,1.0
13798,homo5,A04,27500000,28500000,1.0
13799,homo6,A04,27500000,28500000,1.0
13800,homo7,A04,27500000,28500000,1.0
13801,homo8,A04,27500000,28500000,1.0
13802,homo9,A04,27500000,28500000,1.0
13803,homo10,A04,27500000,28500000,1.0
13804,homo11,A04,27500000,28500000,1.0
13805,homo12,A04,27500000,28500000,1.0
13806,homo13,A04,27500000,28500000,1.0
13807,homo14,A04,27500000,28500000,1.0
13808,homo15,A04,27500000,28500000,0.0
13809,homo16,A04,27500000,28500000,0.0
13810,homo17,A04,27500000,28500000,0.0
13811,homo18,A04,27500000,28500000,1.0
13812,homo19,A04,27500000,28500000,1.0
13813,homo20,A04,27500000,28500000,1.0
13814,homo21,A04,27500000,28500000,1.0
13815,homo22,A04,27500000,28500000,1.0
13816,homo1,A04,28000000,29000000,1.0
13817,homo2,A04,28000000,29000000,1.0
13818,homo3,A04,28000000,29000000,1.0
13819,homo4,A04,28000000,29000000,1.0
13820,homo5,A04,28000000,29000000,1.0
13821,homo6,A04,28000000,29000000,1.0
13822,homo7,A04,28000000,29000000,1.0
13823,homo8,A04,28000000,29000000,1.0
13824,homo9,A04,28000000,29000000,1.0
13825,homo10,A04,28000000,29000000,1.0
13826,homo11,A04,28000000,29000000,1.0
13827,homo12,A04,28000000,29000000,1.0
13828,homo13,A04,28000000,29000000,1.0
13829,homo14,A04,28000000,29000000,1.0
13830,homo15,A04,28000000,29000000,0.0
13831,homo16,A04,28000000,29000000,0.0
13832,homo17,A04,28000000,29000000,0.0
13833,homo18,A04,28000000,29000000,1.0
13834,homo19,A04,28000000,29000000,1.0
13835,homo20,A04,28000000,29000000,1.0
13836,homo21,A04,28000000,29000000,1.0
13837,homo22,A04,28000000,29000000,1.0
13838,homo1,A04,28500000,29500000,1.0
13839,homo2,A04,28500000,29500000,1.0
13840,homo3,A04,28500000,29500000,1.0
13841,homo4,A04,28500000,29500000,1.0
13842,homo5,A04,28500000,29500000,1.0
13843,homo6,A04,28500000,29500000,1.0
13844,homo7,A04,28500000,29500000,1.0
13845,homo8,A04,28500000,29500000,1.0
13846,homo9,A04,28500000,29500000,1.0
13847,homo10,A04,28500000,29500000,1.0
13848,homo11,A04,28500000,29500000,1.0
13849,homo12,A04,28500000,29500000,1.0
13850,homo13,A04,28500000,29500000,1.0
13851,homo14,A04,28500000,29500000,1.0
13852,homo15,A04,28500000,29500000,0.0
13853,homo16,A04,28500000,29500000,0.0
13854,homo17,A04,28500000,29500000,0.0
13855,homo18,A04,28500000,29500000,1.0
13856,homo19,A04,28500000,29500000,1.0
13857,homo20,A04,28500000,29500000,1.0
13858,homo21,A04,28500000,29500000,1.0
13859,homo22,A04,28500000,29500000,1.0
13860,homo1,A04,29000000,30000000,1.0
13861,homo2,A04,29000000,30000000,1.0
13862,homo3,A04,29000000,30000000,1.0
13863,homo4,A04,29000000,30000000,1.0
13864,homo5,A04,29000000,30000000,1.0
13865,homo6,A04,29000000,30000000,1.0
13866,homo7,A04,29000000,30000000,1.0
13867,homo8,A04,29000000,30000000,1.0
13868,homo9,A04,29000000,30000000,1.0
13869,homo10,A04,29000000,30000000,1.0
13870,homo11,A04,29000000,30000000,1.0
13871,homo12,A04,29000000,30000000,1.0
13872,homo13,A04,29000000,30000000,1.0
13873,homo14,A04,29000000,30000000,1.0
13874,homo15,A04,29000000,30000000,0.0
13875,homo16,A04,29000000,30000000,0.0
13876,homo17,A04,29000000,30000000,0.0
13877,homo18,A04,29000000,30000000,1.0
13878,homo19,A04,29000000,30000000,1.0
13879,homo20,A04,29000000,30000000,1.0
13880,homo21,A04,29000000,30000000,1.0
13881,homo22,A04,29000000,30000000,1.0
13882,homo1,A04,29500000,30500000,1.0
13883,homo2,A04,29500000,30500000,1.0
13884,homo3,A04,29500000,30500000,1.0
13885,homo4,A04,29500000,30500000,1.0
13886,homo5,A04,29500000,30500000,1.0
13887,homo6,A04,29500000,30500000,1.0
13888,homo7,A04,29500000,30500000,1.0
13889,homo8,A04,29500000,30500000,1.0
13890,homo9,A04,29500000,30500000,1.0
13891,homo10,A04,29500000,30500000,1.0
13892,homo11,A04,29500000,30500000,1.0
13893,homo12,A04,29500000,30500000,1.0
13894,homo13,A04,29500000,30500000,1.0
13895,homo14,A04,29500000,30500000,1.0
13896,homo15,A04,29500000,30500000,0.0
13897,homo16,A04,29500000,30500000,0.0
13898,homo17,A04,29500000,30500000,0.0
13899,homo18,A04,29500000,30500000,1.0
13900,homo19,A04,29500000,30500000,1.0
13901,homo20,A04,29500000,30500000,1.0
13902,homo21,A04,29500000,30500000,1.0
13903,homo22,A04,29500000,30500000,1.0
13904,homo1,A04,30000000,31000000,1.0
13905,homo2,A04,30000000,31000000,1.0
13906,homo3,A04,30000000,31000000,1.0
13907,homo4,A04,30000000,31000000,1.0
13908,homo5,A04,30000000,31000000,1.0
13909,homo6,A04,30000000,31000000,1.0
13910,homo7,A04,30000000,31000000,1.0
13911,homo8,A04,30000000,31000000,1.0
13912,homo9,A04,30000000,31000000,1.0
13913,homo10,A04,30000000,31000000,1.0
13914,homo11,A04,30000000,31000000,1.0
13915,homo12,A04,30000000,31000000,1.0
13916,homo13,A04,30000000,31000000,1.0
13917,homo14,A04,30000000,31000000,1.0
13918,homo15,A04,30000000,31000000,0.0
13919,homo16,A04,30000000,31000000,0.0
13920,homo17,A04,30000000,31000000,0.0
13921,homo18,A04,30000000,31000000,1.0
13922,homo19,A04,30000000,31000000,1.0
13923,homo20,A04,30000000,31000000,1.0
13924,homo21,A04,30000000,31000000,1.0
13925,homo22,A04,30000000,31000000,1.0
13926,homo1,A04,30500000,31500000,1.0
13927,homo2,A04,30500000,31500000,1.0
13928,homo3,A04,30500000,31500000,1.0
13929,homo4,A04,30500000,31500000,1.0
13930,homo5,A04,30500000,31500000,1.0
13931,homo6,A04,30500000,31500000,1.0
13932,homo7,A04,30500000,31500000,1.0
13933,homo8,A04,30500000,31500000,1.0
13934,homo9,A04,30500000,31500000,1.0
13935,homo10,A04,30500000,31500000,1.0
13936,homo11,A04,30500000,31500000,1.0
13937,homo12,A04,30500000,31500000,1.0
13938,homo13,A04,30500000,31500000,1.0
13939,homo14,A04,30500000,31500000,1.0
13940,homo15,A04,30500000,31500000,0.0
13941,homo16,A04,30500000,31500000,0.0
13942,homo17,A04,30500000,31500000,0.0
13943,homo18,A04,30500000,31500000,1.0
13944,homo19,A04,30500000,31500000,1.0
13945,homo20,A04,30500000,31500000,1.0
13946,homo21,A04,30500000,31500000,1.0
13947,homo22,A04,30500000,31500000,1.0
13948,homo1,A04,31000000,32000000,1.0
13949,homo2,A04,31000000,32000000,1.0
13950,homo3,A04,31000000,32000000,1.0
13951,homo4,A04,31000000,32000000,1.0
13952,homo5,A04,31000000,32000000,1.0
13953,homo6,A04,31000000,32000000,1.0
13954,homo7,A04,31000000,32000000,1.0
13955,homo8,A04,31000000,32000000,1.0
13956,homo9,A04,31000000,32000000,1.0
13957,homo10,A04,31000000,32000000,1.0
13958,homo11,A04,31000000,32000000,1.0
13959,homo12,A04,31000000,32000000,1.0
13960,homo13,A04,31000000,32000000,1.0
13961,homo14,A04,31000000,32000000,1.0
13962,homo15,A04,31000000,32000000,0.0
13963,homo16,A04,31000000,32000000,0.0
13964,homo17,A04,31000000,32000000,0.0
13965,homo18,A04,31000000,32000000,1.0
13966,homo19,A04,31000000,32000000,1.0
13967,homo20,A04,31000000,32000000,1.0
13968,homo21,A04,31000000,32000000,1.0
13969,homo22,A04,31000000,32000000,1.0
13970,homo1,A04,31500000,32500000,1.0
13971,homo2,A04,31500000,32500000,1.0
13972,homo3,A04,31500000,32500000,1.0
13973,homo4,A04,31500000,32500000,1.0
13974,homo5,A04,31500000,32500000,1.0
13975,homo6,A04,31500000,32500000,1.0
13976,homo7,A04,31500000,32500000,1.0
13977,homo8,A04,31500000,32500000,1.0
13978,homo9,A04,31500000,32500000,1.0
13979,homo10,A04,31500000,32500000,1.0
13980,homo11,A04,31500000,32500000,1.0
13981,homo12,A04,31500000,32500000,1.0
13982,homo13,A04,31500000,32500000,1.0
13983,homo14,A04,31500000,32500000,1.0
13984,homo15,A04,31500000,32500000,0.0
13985,homo16,A04,31500000,32500000,0.0
13986,homo17,A04,31500000,32500000,0.0
13987,homo18,A04,31500000,32500000,1.0
13988,homo19,A04,31500000,32500000,1.0
13989,homo20,A04,31500000,32500000,1.0
13990,homo21,A04,31500000,32500000,1.0
13991,homo22,A04,31500000,32500000,1.0
13992,homo1,A04,32000000,33000000,1.0
13993,homo2,A04,32000000,33000000,1.0
13994,homo3,A04,32000000,33000000,1.0
13995,homo4,A04,32000000,33000000,1.0
13996,homo5,A04,32000000,33000000,1.0
13997,homo6,A04,32000000,33000000,1.0
13998,homo7,A04,32000000,33000000,1.0
13999,homo8,A04,32000000,33000000,1.0
14000,homo9,A04,32000000,33000000,1.0
14001,homo10,A04,32000000,33000000,1.0
14002,homo11,A04,32000000,33000000,1.0
14003,homo12,A04,32000000,33000000,1.0
14004,homo13,A04,32000000,33000000,1.0
14005,homo14,A04,32000000,33000000,1.0
14006,homo15,A04,32000000,33000000,0.0
14007,homo16,A04,32000000,33000000,0.0
14008,homo17,A04,32000000,33000000,0.0
14009,homo18,A04,32000000,33000000,1.0
14010,homo19,A04,32000000,33000000,1.0
14011,homo20,A04,32000000,33000000,1.0
14012,homo21,A04,32000000,33000000,1.0
14013,homo22,A04,32000000,33000000,1.0
14014,homo1,A04,32500000,33500000,1.0
14015,homo2,A04,32500000,33500000,1.0
14016,homo3,A04,32500000,33500000,1.0
14017,homo4,A04,32500000,33500000,1.0
14018,homo5,A04,32500000,33500000,1.0
14019,homo6,A04,32500000,33500000,1.0
14020,homo7,A04,32500000,33500000,1.0
14021,homo8,A04,32500000,33500000,1.0
14022,homo9,A04,32500000,33500000,1.0
14023,homo10,A04,32500000,33500000,1.0
14024,homo11,A04,32500000,33500000,1.0
14025,homo12,A04,32500000,33500000,1.0
14026,homo13,A04,32500000,33500000,1.0
14027,homo14,A04,32500000,33500000,1.0
14028,homo15,A04,32500000,33500000,0.0
14029,homo16,A04,32500000,33500000,0.0
14030,homo17,A04,32500000,33500000,0.0
14031,homo18,A04,32500000,33500000,1.0
14032,homo19,A04,32500000,33500000,1.0
14033,homo20,A04,32500000,33500000,1.0
14034,homo21,A04,32500000,33500000,1.0
14035,homo22,A04,32500000,33500000,1.0
14036,homo1,A04,33000000,34000000,1.0
14037,homo2,A04,33000000,34000000,1.0
14038,homo3,A04,33000000,34000000,1.0
14039,homo4,A04,33000000,34000000,1.0
14040,homo5,A04,33000000,34000000,1.0
14041,homo6,A04,33000000,34000000,1.0
14042,homo7,A04,33000000,34000000,1.0
14043,homo8,A04,33000000,34000000,1.0
14044,homo9,A04,33000000,34000000,1.0
14045,homo10,A04,33000000,34000000,1.0
14046,homo11,A04,33000000,34000000,1.0
14047,homo12,A04,33000000,34000000,1.0
14048,homo13,A04,33000000,34000000,1.0
14049,homo14,A04,33000000,34000000,1.0
14050,homo15,A04,33000000,34000000,0.0
14051,homo16,A04,33000000,34000000,0.0
14052,homo17,A04,33000000,34000000,0.0
14053,homo18,A04,33000000,34000000,1.0
14054,homo19,A04,33000000,34000000,1.0
14055,homo20,A04,33000000,34000000,1.0
14056,homo21,A04,33000000,34000000,1.0
14057,homo22,A04,33000000,34000000,1.0
14058,homo1,A04,34500000,35500000,1.0
14059,homo2,A04,34500000,35500000,1.0
14060,homo3,A04,34500000,35500000,1.0
14061,homo4,A04,34500000,35500000,1.0
14062,homo5,A04,34500000,35500000,1.0
14063,homo6,A04,34500000,35500000,1.0
14064,homo7,A04,34500000,35500000,1.0
14065,homo8,A04,34500000,35500000,1.0
14066,homo9,A04,34500000,35500000,1.0
14067,homo10,A04,34500000,35500000,1.0
14068,homo11,A04,34500000,35500000,1.0
14069,homo12,A04,34500000,35500000,1.0
14070,homo13,A04,34500000,35500000,1.0
14071,homo14,A04,34500000,35500000,1.0
14072,homo15,A04,34500000,35500000,0.25
14073,homo16,A04,34500000,35500000,0.5
14074,homo17,A04,34500000,35500000,0.5
14075,homo18,A04,34500000,35500000,0.75
14076,homo19,A04,34500000,35500000,1.0
14077,homo20,A04,34500000,35500000,1.0
14078,homo21,A04,34500000,35500000,1.0
14079,homo22,A04,34500000,35500000,1.0
14080,homo1,A04,35000000,36000000,0.8
14081,homo2,A04,35000000,36000000,0.9
14082,homo3,A04,35000000,36000000,0.8
14083,homo4,A04,35000000,36000000,0.9
14084,homo5,A04,35000000,36000000,0.9
14085,homo6,A04,35000000,36000000,0.9
14086,homo7,A04,35000000,36000000,0.9
14087,homo8,A04,35000000,36000000,0.8
14088,homo9,A04,35000000,36000000,0.9
14089,homo10,A04,35000000,36000000,0.9
14090,homo11,A04,35000000,36000000,0.9
14091,homo12,A04,35000000,36000000,0.9
14092,homo13,A04,35000000,36000000,0.9
14093,homo14,A04,35000000,36000000,0.9
14094,homo15,A04,35000000,36000000,0.4
14095,homo16,A04,35000000,36000000,0.6
14096,homo17,A04,35000000,36000000,0.7
14097,homo18,A04,35000000,36000000,0.8
14098,homo19,A04,35000000,36000000,0.9
14099,homo20,A04,35000000,36000000,0.9
14100,homo21,A04,35000000,36000000,0.9
14101,homo22,A04,35000000,36000000,0.9
14102,homo1,A04,35500000,36500000,0.75
14103,homo2,A04,35500000,36500000,0.875
14104,homo3,A04,35500000,36500000,0.75
14105,homo4,A04,35500000,36500000,0.875
14106,homo5,A04,35500000,36500000,0.875
14107,homo6,A04,35500000,36500000,0.875
14108,homo7,A04,35500000,36500000,0.875
14109,homo8,A04,35500000,36500000,0.75
14110,homo9,A04,35500000,36500000,0.875
14111,homo10,A04,35500000,36500000,0.875
14112,homo11,A04,35500000,36500000,0.875
14113,homo12,A04,35500000,36500000,0.875
14114,homo13,A04,35500000,36500000,0.875
14115,homo14,A04,35500000,36500000,0.875
14116,homo15,A04,35500000,36500000,0.375
14117,homo16,A04,35500000,36500000,0.5
14118,homo17,A04,35500000,36500000,0.625
14119,homo18,A04,35500000,36500000,0.875
14120,homo19,A04,35500000,36500000,0.875
14121,homo20,A04,35500000,36500000,0.875
14122,homo21,A04,35500000,36500000,0.875
14123,homo22,A04,35500000,36500000,0.875
14124,homo1,A04,36000000,37000000,1.0
14125,homo2,A04,36000000,37000000,1.0
14126,homo3,A04,36000000,37000000,1.0
14127,homo4,A04,36000000,37000000,1.0
14128,homo5,A04,36000000,37000000,1.0
14129,homo6,A04,36000000,37000000,1.0
14130,homo7,A04,36000000,37000000,1.0
14131,homo8,A04,36000000,37000000,1.0
14132,homo9,A04,36000000,37000000,1.0
14133,homo10,A04,36000000,37000000,1.0
14134,homo11,A04,36000000,37000000,1.0
14135,homo12,A04,36000000,37000000,1.0
14136,homo13,A04,36000000,37000000,1.0
14137,homo14,A04,36000000,37000000,1.0
14138,homo15,A04,36000000,37000000,0.0
14139,homo16,A04,36000000,37000000,0.0
14140,homo17,A04,36000000,37000000,0.0
14141,homo18,A04,36000000,37000000,1.0
14142,homo19,A04,36000000,37000000,1.0
14143,homo20,A04,36000000,37000000,1.0
14144,homo21,A04,36000000,37000000,1.0
14145,homo22,A04,36000000,37000000,1.0
14146,homo1,A04,36500000,37500000,1.0
14147,homo2,A04,36500000,37500000,1.0
14148,homo3,A04,36500000,37500000,1.0
14149,homo4,A04,36500000,37500000,1.0
14150,homo5,A04,36500000,37500000,1.0
14151,homo6,A04,36500000,37500000,1.0
14152,homo7,A04,36500000,37500000,1.0
14153,homo8,A04,36500000,37500000,1.0
14154,homo9,A04,36500000,37500000,1.0
14155,homo10,A04,36500000,37500000,1.0
14156,homo11,A04,36500000,37500000,1.0
14157,homo12,A04,36500000,37500000,1.0
14158,homo13,A04,36500000,37500000,1.0
14159,homo14,A04,36500000,37500000,1.0
14160,homo15,A04,36500000,37500000,0.0
14161,homo16,A04,36500000,37500000,0.0
14162,homo17,A04,36500000,37500000,0.0
14163,homo18,A04,36500000,37500000,1.0
14164,homo19,A04,36500000,37500000,1.0
14165,homo20,A04,36500000,37500000,1.0
14166,homo21,A04,36500000,37500000,1.0
14167,homo22,A04,36500000,37500000,1.0
14168,homo1,A04,37000000,38000000,0.6363636363636364
14169,homo2,A04,37000000,38000000,0.6363636363636364
14170,homo3,A04,37000000,38000000,0.6363636363636364
14171,homo4,A04,37000000,38000000,0.6363636363636364
14172,homo5,A04,37000000,38000000,0.6363636363636364
14173,homo6,A04,37000000,38000000,0.6363636363636364
14174,homo7,A04,37000000,38000000,0.6363636363636364
14175,homo8,A04,37000000,38000000,0.6363636363636364
14176,homo9,A04,37000000,38000000,0.6363636363636364
14177,homo10,A04,37000000,38000000,0.6363636363636364
14178,homo11,A04,37000000,38000000,0.6363636363636364
14179,homo12,A04,37000000,38000000,0.6363636363636364
14180,homo13,A04,37000000,38000000,0.8636363636363636
14181,homo14,A04,37000000,38000000,0.6363636363636364
14182,homo15,A04,37000000,38000000,0.36363636363636365
14183,homo16,A04,37000000,38000000,0.36363636363636365
14184,homo17,A04,37000000,38000000,0.36363636363636365
14185,homo18,A04,37000000,38000000,0.6363636363636364
14186,homo19,A04,37000000,38000000,0.6363636363636364
14187,homo20,A04,37000000,38000000,0.6363636363636364
14188,homo21,A04,37000000,38000000,0.6363636363636364
14189,homo22,A04,37000000,38000000,0.6363636363636364
14190,homo1,A04,37500000,38500000,0.5555555555555556
14191,homo2,A04,37500000,38500000,0.5555555555555556
